Study,Property,Statistic,Value,Std,Lower 95% CI,Upper 95% CI,Environment,Iteration
h_mix_rho_x,Binary Density,Slope,0.9612863348034036,0.09440414334289611,0.7173774847731011,1.0564524627104714,alcohol < ester,0
h_mix_rho_x,Binary Density,Intercept,0.07550897160879244,0.09444128651979092,-0.02223515791080133,0.3194412961664005,alcohol < ester,0
h_mix_rho_x,Binary Density,R,0.9791879575076274,0.011180035144357805,0.959844210785333,0.9997972243740687,alcohol < ester,0
h_mix_rho_x,Binary Density,R^2,0.9588090561279592,0.021917012330307697,0.9213009089781188,0.9995944898660919,alcohol < ester,0
h_mix_rho_x,Binary Density,p,8.004773283175236e-07,4.578740935110643e-06,7.769439462769731e-15,1.1162060257904172e-05,alcohol < ester,0
h_mix_rho_x,Binary Density,RMSE,0.040453490689008026,0.0046398613575261635,0.03173629747875888,0.0497825664241839,alcohol < ester,0
h_mix_rho_x,Binary Density,MSE,0.03839563190572883,0.004019080652135509,0.031472661604235765,0.04724523190258745,alcohol < ester,0
h_mix_rho_x,Binary Density,MUE,0.03839563190572883,0.004019080652135509,0.031472661604235765,0.04724523190258745,alcohol < ester,0
h_mix_rho_x,Binary Density,Tau,0.9999999999999999,0.023484583562645423,0.8944271909999159,0.9775252199076787,alcohol < ester,0
h_mix_rho_x,Binary Density,Slope,0.9342810049837577,0.06676365723366266,0.7754226862340922,1.0389989365026675,alcohol > ester,1
h_mix_rho_x,Binary Density,Intercept,0.051442147909149694,0.05741870480160323,-0.04116537349172822,0.1870358094688973,alcohol > ester,1
h_mix_rho_x,Binary Density,R,0.9818125248860992,0.013335796061048993,0.9502431370403485,0.9981736818515893,alcohol > ester,1
h_mix_rho_x,Binary Density,R^2,0.963955834023217,0.025902384939331054,0.9029620194922825,0.9963506991411578,alcohol > ester,1
h_mix_rho_x,Binary Density,p,4.683359678150991e-07,2.222640778931165e-05,5.360692719573186e-11,2.5828680992608482e-05,alcohol > ester,1
h_mix_rho_x,Binary Density,RMSE,0.009645308485649075,0.002346533636098155,0.005136179657357723,0.013877257241672946,alcohol > ester,1
h_mix_rho_x,Binary Density,MSE,-0.004901602729741672,0.002592162154145537,-0.010174744626394639,0.00023921199105401137,alcohol > ester,1
h_mix_rho_x,Binary Density,MUE,0.0073916048043694005,0.0019349317746441919,0.003997579475948298,0.011485707545577751,alcohol > ester,1
h_mix_rho_x,Binary Density,Tau,0.8666666666666666,0.11367849794345143,0.5185449728701348,0.9660917830792959,alcohol > ester,1
h_mix_rho_x,Binary Density,Slope,0.9531198257589611,0.0816549707814806,0.7567613297769185,1.0592639485798614,alcohol ~ ester,1
h_mix_rho_x,Binary Density,Intercept,0.04385953140460608,0.07759040977085893,-0.0564617154927185,0.23123439306263527,alcohol ~ ester,1
h_mix_rho_x,Binary Density,R,0.9789872870540248,0.011709755416769151,0.9549766137795872,0.9985521841265369,alcohol ~ ester,1
h_mix_rho_x,Binary Density,R^2,0.9584161082133996,0.022785058190668585,0.9119803328659268,0.9971064644238773,alcohol ~ ester,1
h_mix_rho_x,Binary Density,p,8.315978226523616e-07,2.041273842982696e-05,2.1354140914045002e-11,1.7134176772390964e-05,alcohol ~ ester,1
h_mix_rho_x,Binary Density,RMSE,0.011660520741111896,0.0025415147265038947,0.006094370560794715,0.01613585791026513,alcohol ~ ester,1
h_mix_rho_x,Binary Density,MSE,0.000873872554132904,0.003684659498584482,-0.005832213895193739,0.00850720498217018,alcohol ~ ester,1
h_mix_rho_x,Binary Density,MUE,0.009134311100104153,0.002356140486696934,0.004822498222901384,0.0139077805476713,alcohol ~ ester,1
h_mix_rho_x,Binary Density,Tau,0.911111111111111,0.09006403706008792,0.6445033866354896,0.9660917830792959,alcohol ~ ester,1
h_mix_rho_x,Binary Density,Slope,0.9598662418717884,0.11036407030869842,0.6713507176471107,1.085132032413638,alcohol < ester,1
h_mix_rho_x,Binary Density,Intercept,0.04316366759281487,0.11007941105899398,-0.07859019788040889,0.3312179620946317,alcohol < ester,1
h_mix_rho_x,Binary Density,R,0.9699159528069219,0.01372303491429071,0.9461879784943071,0.9991182171103744,alcohol < ester,1
h_mix_rho_x,Binary Density,R^2,0.9407369555093591,0.026663549775556298,0.8952716906471434,0.9982372117618132,alcohol < ester,1
h_mix_rho_x,Binary Density,p,3.4558721135623775e-06,1.7503255549179066e-05,2.9466858358808184e-12,3.4415482563994876e-05,alcohol < ester,1
h_mix_rho_x,Binary Density,RMSE,0.016029108923300638,0.0041413093896887345,0.006109663588416839,0.023066458608927354,alcohol < ester,1
h_mix_rho_x,Binary Density,MSE,0.004688938026164058,0.004915136126043344,-0.004316834901965294,0.015056992216797493,alcohol < ester,1
h_mix_rho_x,Binary Density,MUE,0.011156940927153847,0.0036413747617012418,0.0046913230006736415,0.019058198294519248,alcohol < ester,1
h_mix_rho_x,Binary Density,Tau,0.9999999999999999,0.023611411646803915,0.8944271909999159,0.9775252199076787,alcohol < ester,1
h_mix_rho_x,Binary Density,Slope,0.9169568546314264,0.0667680470323625,0.7659006706176624,1.0198856589656278,alcohol > ester,2
h_mix_rho_x,Binary Density,Intercept,0.07121682258842188,0.057586743625141545,-0.019199849436892236,0.2005143929852381,alcohol > ester,2
h_mix_rho_x,Binary Density,R,0.982520734120973,0.01497616934334611,0.9456889651866923,0.9982941847525547,alcohol > ester,2
h_mix_rho_x,Binary Density,R^2,0.9653469929776156,0.028676481659823224,0.894327618875877,0.9965912793107679,alcohol > ester,2
h_mix_rho_x,Binary Density,p,3.9988225389283506e-07,0.0002379328349154412,3.7431123991249976e-11,3.5649365666937746e-05,alcohol > ester,2
h_mix_rho_x,Binary Density,RMSE,0.008320611181008639,0.002345096640494655,0.0029458980445481245,0.012257902350254698,alcohol > ester,2
h_mix_rho_x,Binary Density,MSE,2.0324928046766555e-05,0.002651018323123644,-0.005326098828038262,0.004931374100592434,alcohol > ester,2
h_mix_rho_x,Binary Density,MUE,0.0058650700612300375,0.0018279904971175126,0.002643603353790003,0.009925655890120798,alcohol > ester,2
h_mix_rho_x,Binary Density,Tau,0.8222222222222221,0.127246941424432,0.4836508334066744,0.9545214042184235,alcohol > ester,2
h_mix_rho_x,Binary Density,Slope,0.9344565287613907,0.07045049614309043,0.7714310305212736,1.0286238314259888,alcohol ~ ester,2
h_mix_rho_x,Binary Density,Intercept,0.06259071872705646,0.06706495270619488,-0.02629731125021806,0.2188776559315151,alcohol ~ ester,2
h_mix_rho_x,Binary Density,R,0.9837666386192268,0.00797933208730135,0.9663631448106726,0.9983747636614987,alcohol ~ ester,2
h_mix_rho_x,Binary Density,R^2,0.9677967992601723,0.015666378641437894,0.933857727648373,0.9967521687161534,alcohol ~ ester,2
h_mix_rho_x,Binary Density,p,2.9793844523321173e-07,2.4384225878155014e-06,3.176158661417802e-11,5.415329961521382e-06,alcohol ~ ester,2
h_mix_rho_x,Binary Density,RMSE,0.010703889914867523,0.002760707630864616,0.004685308360028302,0.015517576776999858,alcohol ~ ester,2
h_mix_rho_x,Binary Density,MSE,0.0024921943475910923,0.003266418177489051,-0.0032568329877524006,0.009414836172419139,alcohol ~ ester,2
h_mix_rho_x,Binary Density,MUE,0.00780979376697073,0.002252815131611341,0.003935805667395764,0.012633255195443106,alcohol ~ ester,2
h_mix_rho_x,Binary Density,Tau,0.911111111111111,0.09479571518663742,0.6285872661926203,0.9660917830792959,alcohol ~ ester,2
h_mix_rho_x,Binary Density,Slope,0.9530263541193313,0.09234816328194739,0.7191447038974715,1.0586499447548616,alcohol < ester,2
h_mix_rho_x,Binary Density,Intercept,0.04854064963582583,0.09210675415832395,-0.055378219263679695,0.28182679401390653,alcohol < ester,2
h_mix_rho_x,Binary Density,R,0.9791765457593501,0.009251026188972165,0.9645339949507886,0.9993099298382212,alcohol < ester,2
h_mix_rho_x,Binary Density,R^2,0.9587867077652126,0.018142129879213098,0.9303258274157279,0.9986203358732706,alcohol < ester,2
h_mix_rho_x,Binary Density,p,8.022233872751511e-07,4.300424768478835e-06,1.0105958076928964e-12,6.730265497768298e-06,alcohol < ester,2
h_mix_rho_x,Binary Density,RMSE,0.013220097904313458,0.0032918819183896495,0.005889480603053835,0.018826658880705772,alcohol < ester,2
h_mix_rho_x,Binary Density,MSE,0.0035087760633401577,0.004087179894339283,-0.003897890989411135,0.012260463344693006,alcohol < ester,2
h_mix_rho_x,Binary Density,MUE,0.009690989904399793,0.0028607629797977796,0.004668423760171958,0.015971223117829003,alcohol < ester,2
h_mix_rho_x,Binary Density,Tau,0.9999999999999999,0.022843331619768283,0.8944271909999159,0.9775252199076787,alcohol < ester,2
h_mix_rho_x,Binary Density,Slope,0.925734766366931,0.06449593510351073,0.774288532380423,1.0245531368435998,alcohol > ester,3
h_mix_rho_x,Binary Density,Intercept,0.06445738059081019,0.05538930641693874,-0.023368736490508524,0.19330721585829969,alcohol > ester,3
h_mix_rho_x,Binary Density,R,0.9833293806392059,0.02040469158816681,0.9497877493490284,0.997976149829987,alcohol > ester,3
h_mix_rho_x,Binary Density,R^2,0.9669366708282844,0.03320083684209872,0.9020967688134929,0.9959563956294846,alcohol > ester,3
h_mix_rho_x,Binary Density,p,3.3118480346904056e-07,0.008111720052458752,7.425379541987545e-11,2.6788536519331195e-05,alcohol > ester,3
h_mix_rho_x,Binary Density,RMSE,0.008101333997256736,0.0021373499214006305,0.0034162878770342487,0.011837821872994944,alcohol > ester,3
h_mix_rho_x,Binary Density,MSE,0.0007865681578677397,0.0025962691447427343,-0.004299123636260638,0.0061283068534910504,alcohol > ester,3
h_mix_rho_x,Binary Density,MUE,0.006001707767354636,0.001725246349899759,0.003066810821007959,0.009823962722946855,alcohol > ester,3
h_mix_rho_x,Binary Density,Tau,0.8666666666666666,0.11827276533970636,0.5185449728701348,0.9660917830792959,alcohol > ester,3
h_mix_rho_x,Binary Density,Slope,0.9404252519903181,0.06631507808341348,0.7872831837971981,1.028875580079746,alcohol ~ ester,3
h_mix_rho_x,Binary Density,Intercept,0.05751152994631048,0.0631041186240977,-0.02674428978097909,0.2032267576325072,alcohol ~ ester,3
h_mix_rho_x,Binary Density,R,0.9864100946485057,0.0068482144864062755,0.9718709337785242,0.9987191894392785,alcohol ~ ester,3
h_mix_rho_x,Binary Density,R^2,0.973004874824474,0.01347691828103686,0.9445331119235405,0.9974400193542495,alcohol ~ ester,3
h_mix_rho_x,Binary Density,p,1.4680595173532265e-07,2.536105037242004e-06,1.1859060523941692e-11,2.697600460930967e-06,alcohol ~ ester,3
h_mix_rho_x,Binary Density,RMSE,0.00997906509885444,0.002783978754666258,0.004140347095420996,0.014754812658816233,alcohol ~ ester,3
h_mix_rho_x,Binary Density,MSE,0.0028858841268178835,0.003077504948252731,-0.0025049364902087643,0.009406224170741129,alcohol ~ ester,3
h_mix_rho_x,Binary Density,MUE,0.007128474804366703,0.002256014770510651,0.003307921441401307,0.01194873600638422,alcohol ~ ester,3
h_mix_rho_x,Binary Density,Tau,0.911111111111111,0.08887836300507662,0.6599663291074443,0.9660917830792959,alcohol ~ ester,3
h_mix_rho_x,Binary Density,Slope,0.9566796396749804,0.09066708361596149,0.7250343623922237,1.0580826270223327,alcohol < ester,3
h_mix_rho_x,Binary Density,Intercept,0.044670675706133034,0.09005276372060685,-0.05431030566509332,0.2781224624393158,alcohol < ester,3
h_mix_rho_x,Binary Density,R,0.982453028436984,0.0077532576274969974,0.9702178988438774,0.9991908615991317,alcohol < ester,3
h_mix_rho_x,Binary Density,R^2,0.9652139530850014,0.015233993540645094,0.9413227712370283,0.9983823779032153,alcohol < ester,3
h_mix_rho_x,Binary Density,p,4.060808910188608e-07,4.364178468910228e-06,2.314288949076937e-12,3.3386126583912764e-06,alcohol < ester,3
h_mix_rho_x,Binary Density,RMSE,0.012131457953224133,0.0028443671523581985,0.0058852592407327466,0.01725044529729767,alcohol < ester,3
h_mix_rho_x,Binary Density,MSE,0.0031410700581788855,0.0036803841705026876,-0.003457140420344895,0.011108237904179807,alcohol < ester,3
h_mix_rho_x,Binary Density,MUE,0.008976528376319981,0.002584023125418014,0.004475109118991705,0.014516388192709428,alcohol < ester,3
h_mix_rho_x,Binary Density,Tau,0.9999999999999999,0.02495092679045336,0.8944271909999159,0.9775252199076787,alcohol < ester,3
h_mix_rho_x,Binary Density,Slope,0.9141548656508885,0.06113893093788782,0.7713539810147982,1.0066916515155384,alcohol > ester,4
h_mix_rho_x,Binary Density,Intercept,0.07491987633029185,0.052371649261417165,-0.0076809542574634015,0.19559420106260683,alcohol > ester,4
h_mix_rho_x,Binary Density,R,0.983637897085031,0.01403684850655442,0.949945200142301,0.998711716906915,alcohol > ester,4
h_mix_rho_x,Binary Density,R^2,0.9675435125818621,0.027037583123484206,0.9023958832733963,0.9974250934871578,alcohol > ester,4
h_mix_rho_x,Binary Density,p,3.0745510071856424e-07,0.00013542409188914596,1.275180289801398e-11,2.5868011898254006e-05,alcohol > ester,4
h_mix_rho_x,Binary Density,RMSE,0.008236972132748304,0.0023581767466481552,0.0030712213981601917,0.012215612435156793,alcohol > ester,4
h_mix_rho_x,Binary Density,MSE,0.0013211117397340488,0.002578745967129841,-0.0037634676885938247,0.0063478810092010285,alcohol > ester,4
h_mix_rho_x,Binary Density,MUE,0.005930536833426758,0.0018496404383631256,0.002772552260358374,0.009966153260874567,alcohol > ester,4
h_mix_rho_x,Binary Density,Tau,0.8666666666666666,0.11851427343579604,0.5146502354656655,0.9660917830792959,alcohol > ester,4
h_mix_rho_x,Binary Density,Slope,0.928193545055638,0.06584431328194623,0.7780866770111968,1.0156462642896162,alcohol ~ ester,4
h_mix_rho_x,Binary Density,Intercept,0.06845556832545241,0.06263752839696587,-0.01431712915078276,0.2123350250837761,alcohol ~ ester,4
h_mix_rho_x,Binary Density,R,0.9863210915824318,0.006442659784440062,0.9734260266634045,0.9989728222431975,alcohol ~ ester,4
h_mix_rho_x,Binary Density,R^2,0.9728292957003597,0.012697114321378187,0.9475582293857031,0.997946699580539,alcohol ~ ester,4
h_mix_rho_x,Binary Density,p,1.5067357232797256e-07,1.013586174871558e-06,4.9619073957650274e-12,2.1202376129760493e-06,alcohol ~ ester,4
h_mix_rho_x,Binary Density,RMSE,0.010088034737703745,0.002856546619745408,0.003827043115132105,0.014985826058961921,alcohol ~ ester,4
h_mix_rho_x,Binary Density,MSE,0.002614350252543374,0.0031123301319827285,-0.0029264153857766597,0.009090636383206719,alcohol ~ ester,4
h_mix_rho_x,Binary Density,MUE,0.00726215989985024,0.002303838690941491,0.0033070595718057818,0.012073786196331659,alcohol ~ ester,4
h_mix_rho_x,Binary Density,Tau,0.911111111111111,0.08976965504803329,0.629940788348712,0.9660917830792959,alcohol ~ ester,4
h_mix_rho_x,Binary Density,Slope,0.9447005551329489,0.08137773696614636,0.7363780865887637,1.0420041600537018,alcohol < ester,4
h_mix_rho_x,Binary Density,Intercept,0.05554788475728589,0.08092563493698027,-0.03814007346025872,0.26355310268752474,alcohol < ester,4
h_mix_rho_x,Binary Density,R,0.9836925420323829,0.006951184453393017,0.9725619333277555,0.9990878796911528,alcohol < ester,4
h_mix_rho_x,Binary Density,R^2,0.9676510172501314,0.013700520792869103,0.9458767141582216,0.9981765913457633,alcohol < ester,4
h_mix_rho_x,Binary Density,p,3.0338838046070643e-07,8.267215682094006e-07,3.219043535482615e-12,2.401180826936267e-06,alcohol < ester,4
h_mix_rho_x,Binary Density,RMSE,0.011660921478833887,0.002816798973225008,0.005662246369615965,0.01659517471056627,alcohol < ester,4
h_mix_rho_x,Binary Density,MSE,0.0025343797760489783,0.00351498042639589,-0.003870472781230505,0.00972599821505219,alcohol < ester,4
h_mix_rho_x,Binary Density,MUE,0.008861330036408566,0.0023508802111809187,0.004749365838930231,0.013934143926077914,alcohol < ester,4
h_mix_rho_x,Binary Density,Tau,0.9999999999999999,0.02356938123765967,0.8944271909999159,0.9775252199076787,alcohol < ester,4
h_mix_rho_x,Binary Density,Slope,0.9102441946653834,0.05830888235942222,0.7806160929470812,1.0089308778572432,alcohol > ester,5
h_mix_rho_x,Binary Density,Intercept,0.07859734921714512,0.05027196870129142,-0.008492365001057212,0.188805197179147,alcohol > ester,5
h_mix_rho_x,Binary Density,R,0.984424834804847,0.013025244852544858,0.9537308249231695,0.9987674845078611,alcohol > ester,5
h_mix_rho_x,Binary Density,R^2,0.9690922553805503,0.02488581805380212,0.9096024864086294,0.9975364881101606,alcohol > ester,5
h_mix_rho_x,Binary Density,p,2.5267856279729695e-07,0.000259542971623977,1.0257579203814028e-11,1.8971233611501886e-05,alcohol > ester,5
h_mix_rho_x,Binary Density,RMSE,0.008190912941252992,0.0023342965257714455,0.0031380420030194325,0.012034764469486366,alcohol > ester,5
h_mix_rho_x,Binary Density,MSE,0.0016457964291479276,0.0025291038748312157,-0.0033635282610581796,0.006662490300276347,alcohol > ester,5
h_mix_rho_x,Binary Density,MUE,0.005882556143102536,0.0017831120113321337,0.002753221386667981,0.009607261358619534,alcohol > ester,5
h_mix_rho_x,Binary Density,Tau,0.8666666666666666,0.11203760096891374,0.5354632267566766,0.9660917830792959,alcohol > ester,5
h_mix_rho_x,Binary Density,Slope,0.9242401172713538,0.06305913279106845,0.7801061168991353,1.0090709464298928,alcohol ~ ester,5
h_mix_rho_x,Binary Density,Intercept,0.07185900045194471,0.05994562249363099,-0.00887895839409425,0.20845608266617466,alcohol ~ ester,5
h_mix_rho_x,Binary Density,R,0.9866493038687992,0.006579545288211123,0.973368330093837,0.9990799998092684,alcohol ~ ester,5
h_mix_rho_x,Binary Density,R^2,0.9734768488247861,0.012967083902653465,0.9474459060296649,0.9981608460188878,alcohol ~ ester,5
h_mix_rho_x,Binary Density,p,1.3677882317619723e-07,1.3149375493379647e-06,3.144597958736247e-12,2.1342830995434507e-06,alcohol ~ ester,5
h_mix_rho_x,Binary Density,RMSE,0.009999608568952798,0.002842605408930974,0.003921257735555687,0.014844746961547367,alcohol ~ ester,5
h_mix_rho_x,Binary Density,MSE,0.002392780962627572,0.0030973667141916553,-0.0029056985516345167,0.008866931790685206,alcohol ~ ester,5
h_mix_rho_x,Binary Density,MUE,0.0071551979927581555,0.002226297464744534,0.003302370623161466,0.011948342052041028,alcohol ~ ester,5
h_mix_rho_x,Binary Density,Tau,0.911111111111111,0.08875612195728674,0.6445033866354896,0.9660917830792959,alcohol ~ ester,5
h_mix_rho_x,Binary Density,Slope,0.9398691969878677,0.08545401995113525,0.7167794560982025,1.033070792429083,alcohol < ester,5
h_mix_rho_x,Binary Density,Intercept,0.05987919948894904,0.08520033518861453,-0.03250428964644092,0.28317733209649587,alcohol < ester,5
h_mix_rho_x,Binary Density,R,0.9815363873899305,0.008013351010452701,0.9686777208292867,0.9988628657808978,alcohol < ester,5
h_mix_rho_x,Binary Density,R^2,0.9634136797704758,0.0157594351542831,0.9383365268310215,0.9977270246360278,alcohol < ester,5
h_mix_rho_x,Binary Density,p,4.972670690944313e-07,1.6231851989340203e-06,7.385805707572492e-12,4.094704779274909e-06,alcohol < ester,5
h_mix_rho_x,Binary Density,RMSE,0.012302705768503853,0.0029132738258915852,0.006097531124162342,0.01754148397862973,alcohol < ester,5
h_mix_rho_x,Binary Density,MSE,0.002234052549891963,0.0037814425938686226,-0.004341427298532041,0.009964468646626923,alcohol < ester,5
h_mix_rho_x,Binary Density,MUE,0.00968159764940243,0.002410181177434201,0.0053820494127862495,0.014790011799928593,alcohol < ester,5
h_mix_rho_x,Binary Density,Tau,0.9999999999999999,0.023962428208439687,0.8944271909999159,0.9888264649460883,alcohol < ester,5
h_mix_rho_x,Binary Density,Slope,0.9123183818959009,0.06157632570167678,0.7696638804895781,1.0169060663195866,alcohol > ester,6
h_mix_rho_x,Binary Density,Intercept,0.07691189136692789,0.0528610741901494,-0.015722810419908084,0.19593173467060065,alcohol > ester,6
h_mix_rho_x,Binary Density,R,0.9847045806123212,0.011913128357774411,0.9555601812669541,0.9984498067386816,alcohol > ester,6
h_mix_rho_x,Binary Density,R^2,0.9696431110788875,0.02316685691461501,0.9130952600229342,0.9969020165765106,alcohol > ester,6
h_mix_rho_x,Binary Density,p,2.3508771197812499e-07,3.627689635216198e-05,2.5357618298415838e-11,1.651678281890651e-05,alcohol > ester,6
h_mix_rho_x,Binary Density,RMSE,0.008126015777333743,0.0021641690743800734,0.003344854429730386,0.011738038551820944,alcohol > ester,6
h_mix_rho_x,Binary Density,MSE,0.0017386294378484268,0.00246864009518722,-0.0035013909740211346,0.006270906989214587,alcohol > ester,6
h_mix_rho_x,Binary Density,MUE,0.006007502400512121,0.0017502307690710802,0.0030019888449027477,0.0096389446681877,alcohol > ester,6
h_mix_rho_x,Binary Density,Tau,0.8666666666666666,0.11324191461970816,0.5320159167473419,0.9660917830792959,alcohol > ester,6
h_mix_rho_x,Binary Density,Slope,0.9240369476016179,0.06157346195439397,0.7829964914304294,1.008007047224627,alcohol ~ ester,6
h_mix_rho_x,Binary Density,Intercept,0.07214295851430474,0.05855218584171483,-0.0069749703115635775,0.20650057618642748,alcohol ~ ester,6
h_mix_rho_x,Binary Density,R,0.9870834691612564,0.0064723255886579515,0.9734089024069411,0.9989787466376039,alcohol ~ ester,6
h_mix_rho_x,Binary Density,R^2,0.974333775091421,0.012758843172600138,0.9475248912850858,0.997958536233638,alcohol ~ ester,6
h_mix_rho_x,Binary Density,p,1.1989860205821763e-07,8.594027601462804e-07,5.006268468958049e-12,2.3069348748673376e-06,alcohol ~ ester,6
h_mix_rho_x,Binary Density,RMSE,0.009900991165543547,0.0028132445857843545,0.0037615609222921933,0.014552955025905348,alcohol ~ ester,6
h_mix_rho_x,Binary Density,MSE,0.002490447436839305,0.0030424918785898506,-0.0030486990957703463,0.008901260978099557,alcohol ~ ester,6
h_mix_rho_x,Binary Density,MUE,0.007001582237300008,0.002182054665086369,0.0031901632535325853,0.011641331121615407,alcohol ~ ester,6
h_mix_rho_x,Binary Density,Tau,0.911111111111111,0.09055588372521581,0.6287460834286768,0.9660917830792959,alcohol ~ ester,6
h_mix_rho_x,Binary Density,Slope,0.9383298802892251,0.08359056489628937,0.7193400172079916,1.0362916675460145,alcohol < ester,6
h_mix_rho_x,Binary Density,Intercept,0.06097715185879227,0.08304842087017003,-0.033547049909604776,0.27983488575577387,alcohol < ester,6
h_mix_rho_x,Binary Density,R,0.9830735888420674,0.007258879875732305,0.9717951973852014,0.9991926258834197,alcohol < ester,6
h_mix_rho_x,Binary Density,R^2,0.9664336810788222,0.014300410561048473,0.9443859056609425,0.9983859036198036,alcohol < ester,6
h_mix_rho_x,Binary Density,p,3.518753718816204e-07,1.0726207695183327e-06,2.0509609898068174e-12,2.6802861549851658e-06,alcohol < ester,6
h_mix_rho_x,Binary Density,RMSE,0.011784289831043009,0.002672886712624102,0.006094887684193649,0.01639709539466542,alcohol < ester,6
h_mix_rho_x,Binary Density,MSE,0.0018563196996142061,0.003579547603532778,-0.004772003648143108,0.00913916356708665,alcohol < ester,6
h_mix_rho_x,Binary Density,MUE,0.009343126705408832,0.002181242196611985,0.005501465497342007,0.013804449770739113,alcohol < ester,6
h_mix_rho_x,Binary Density,Tau,0.9999999999999999,0.023895032318305337,0.8819171036881969,0.9775252199076787,alcohol < ester,6
h_mix_rho_x,Binary Density,Slope,0.9191978130646065,0.05741985276411287,0.7856819538452164,1.0076856557098073,alcohol > ester,7
h_mix_rho_x,Binary Density,Intercept,0.07047474484191985,0.04928065341029694,-0.007022792343449491,0.18256952673897275,alcohol > ester,7
h_mix_rho_x,Binary Density,R,0.9867122850926217,0.009940152192686668,0.9619357978512763,0.9988686527629992,alcohol > ester,7
h_mix_rho_x,Binary Density,R^2,0.9736011335527031,0.01944544830562903,0.9253204791877714,0.997738585472569,alcohol > ester,7
h_mix_rho_x,Binary Density,p,1.3422623485979414e-07,8.413729466594014e-06,7.538409495063557e-12,8.918139767028797e-06,alcohol > ester,7
h_mix_rho_x,Binary Density,RMSE,0.0075104024773512525,0.0021788433697902,0.0027356005744164583,0.01109446045800068,alcohol > ester,7
h_mix_rho_x,Binary Density,MSE,0.0011995182405438066,0.002298784427127701,-0.003183532185978155,0.005890116097746745,alcohol > ester,7
h_mix_rho_x,Binary Density,MUE,0.005341382500214098,0.0016625115686811321,0.002465362683450434,0.008842672850673394,alcohol > ester,7
h_mix_rho_x,Binary Density,Tau,0.8666666666666666,0.11133639807680167,0.5354632267566766,0.9660917830792959,alcohol > ester,7
h_mix_rho_x,Binary Density,Slope,0.9302613288996288,0.058923740645189224,0.7936192170198731,1.0098731602190185,alcohol ~ ester,7
h_mix_rho_x,Binary Density,Intercept,0.06599114319627797,0.05605525725958231,-0.008566568360871551,0.19550810124632956,alcohol ~ ester,7
h_mix_rho_x,Binary Density,R,0.9888690905581189,0.00558584359017864,0.9771555443367935,0.9990614604652096,alcohol ~ ester,7
h_mix_rho_x,Binary Density,R^2,0.9778620782612412,0.011023861124865593,0.9548329578281353,0.9981238017868775,alcohol ~ ester,7
h_mix_rho_x,Binary Density,p,6.626556083520582e-08,1.396867281468439e-06,3.690026856799884e-12,1.1815623578334389e-06,alcohol ~ ester,7
h_mix_rho_x,Binary Density,RMSE,0.009145600665733264,0.002579802449527041,0.0036139106542949595,0.01370656918556376,alcohol ~ ester,7
